"BushJob1.htm | Question 0"
"ABC News/Washington Post Poll. April 17-21, 2013. N=1,000 adults nationwide. Margin of error ± 3.5.        "
"Thinking back to when George W. Bush was in office, would you say you approve or disapprove of the way Bush handled his job as president?"
manually enter poll

highest lowest approval rows
['', 'Highest approval:']
['', '10/8-9/01', '92', '6', '1', '', '']
['.']
['', 'Lowest approval:']
['', '10/8-11/08', '23', '73', '4', '', '']





"BushJob1.htm | Question 1"
"CNN/Opinion Research Corporation Poll . Jan. 12-15, 2009. N=1,245 adults nationwide. MoE ± 3."
"Do you approve or disapprove of the way George W. Bush is handling his job as president?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""6/5-6/07""",34,57,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""5/15-16/07""",34,56,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""4/17-18/07""",38,54,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""3/27-28/07""",33,61,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""2/27-28/07""",34,57,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""2/13-14/07""",35,56,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""1/30-31/07""",38,54,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""1/16-17/07""",35,58,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""12/5-6/06""",38,54,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""11/4-5/06""",38,54,8,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/24-25/06""",40,53,6,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/10-11/06""",40,56,4,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""9/26-27/06""",42,54,4,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""9/12-13/06""",40,49,10,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""8/29-30/06""",38,56,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""8/8-9/06""",36,56,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""7/11-12/06""",36,53,11,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""6/27-28/06""",41,50,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""6/13-14/06""",40,52,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""5/16-18/06""",35,56,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""5/2-3/06""",38,53,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""4/18-19/06""",33,57,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""4/4-5/06""",36,53,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""3/14-15/06""",39,51,11,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""2/28 - 3/1/06""",39,54,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""2/7-8/06""",44,47,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""1/24-25/06""",41,51,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""1/10-11/06""",42,49,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""12/13-14/05""",42,51,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""11/29-30/05""",42,48,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""11/8-9/05""",36,53,11,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/25-26/05""",41,51,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/11-12/05""",40,51,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""9/27-28/05""",45,47,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""9/13-14/05""",41,51,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""8/30-31/05""",45,50,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""7/26-27/05""",47,44,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""7/12-13/05""",47,47,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""6/14-15/05""",48,43,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""4/25-26/05""",47,43,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""3/29-30/05""",49,46,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""3/1-2/05""",52,39,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""2/8-9/05""",51,43,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""1/25-26/05""",50,40,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""1/11-12/05""",52,41,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""12/14-15/04""",48,45,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""11/16-17/04""",53,40,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/30-31/04""",47,46,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/29-30/04""",47,47,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/28-29/04""",47,47,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/27-28/04""",48,47,5,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/17-18/04""",49,44,7,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/3-4/04""",53,43,4,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""9/21-22/04""",50,45,5,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""9/7-8/04""",49,44,7,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""8/24-25/04""",51,43,6,,,lv,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""8/3-4/04""",44,48,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""7/20-21/04""",47,45,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""6/22-23/04""",49,44,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""6/8-9/04""",48,45,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""5/18-19/04""",48,43,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""5/4-5/04""",49,43,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""4/21-22/04""",50,44,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""4/6-7/04""",49,44,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""3/23-24/04""",47,44,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""3/3-4/04""",48,44,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""2/18-19/04""",48,41,11,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""2/4-5/04""",53,41,6,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""1/21-22/04""",53,39,8,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""1/7-8/04""",58,31,11,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""12/3-4/03""",52,34,14,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""11/18-19/03""",52,41,7,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/28-29/03""",53,37,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""10/14-15/03""",52,37,11,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""9/23-24/03""",50,40,10,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
"=""9/9-10/03""",58,33,9,,,,approval,http://www.pollingreport.com/BushJob1.htm,"FOX News/Opinion Dynamics Poll. Jan. 13-14, 2009. N=900 registered voters nationwide. MoE ± 3.    ","""Do you approve or disapprove of the job George W. Bush is doing as president?""",FOX News/Opinion Dynamics Poll
