"clinton-.htm | Question 0"
"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Robert Teeter (R)"
"In general, do you approve or disapprove of the job Bill Clinton is doing as president?"
date,approve,disapprove,not sure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""2/19-23/97""",57,41,2,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll
"=""1/9-13/97""",57,42,1,,,,approval,http://www.pollingreport.com/clinton-.htm,The Harris Poll,"""How would you rate the overall job President Clinton is doing as president: excellent, pretty good, only fair, or poor?""",The Harris Poll






"clinton-.htm | Question 7"
"ABC News and The Washington Post "
"Do you approve or disapprove of the way Bill Clinton is handling his job as president?"
date,approve,disapprove,no opinion,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""8/16-20/00 *""",60,35,5,1002,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""5/10-14/00 *""",57,40,3,1006,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""2/24-27/00 ***""",62,35,3,1203,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/26/00 *""",58,38,3,515,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""10/28-31/99 *""",59,38,3,1205,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""8/30 - 9/2/99 ***""",58,38,4,1526,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""6/10/99 *""",57,39,4,507,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""6/5-6/99 **""",58,38,4,1206,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""4/25-26/99 *""",60,37,3,757,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""3/11-14/99 ***""",64,34,3,1515,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""2/12-14/99 **""",68,30,2,1010,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""2/12/99 *""",67,31,2,526,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""2/6-7/99 *""",66,33,1,803,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/28-30/99 **""",65,33,2,1013,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/19/99 ^""",66,32,2,584,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/8-10/99 ***""",62,36,1,923,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""12/19-20/98 ***""",67,30,3,1285,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""12/12-13/98 ***""",64,35,2,1004,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""12/11/98 *""",60,37,3,528,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""11/20-22/98 *""",61,34,5,1008,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""11/7/98 *""",63,36,1,503,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""10/29 - 11/1/98 *""",65,33,1,2105,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""10/22-25/98 *""",62,32,6,1227,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""10/15-18/98 *""",62,34,4,1208,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""10/8-10/98 **""",67,30,3,802,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""9/25-28/98 ***""",63,35,2,1505,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""9/21/98 *""",60,39,1,523,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""9/14/98 *""",59,37,4,506,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""9/13/98 B *""",60,38,2,756,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""9/13/98 A *""",59,37,3,513,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""9/11-13/98 **""",59,38,3,860,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""9/12/98 *""",59,39,3,508,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""9/11/98 *""",56,42,3,510,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""9/9/98 *""",57,40,3,509,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""8/23/98 *""",64,33,3,760,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""8/19-21/98 ***""",66,31,3,1015,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""8/20/98 *""",65,32,3,510,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""8/19/98 *""",60,38,2,508,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""8/15-16/98 *""",62,33,4,1023,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""7/29/98 *""",63,33,4,661,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""7/9-12/98 ***""",63,31,6,1511,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""6/18/98 *""",59,34,7,509,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""6/1-2/98 *""",61,34,5,552,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""5/12/98 *""",64,32,4,506,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""4/2-4/98 **""",65,31,4,809,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""4/1/98 *""",66,29,4,508,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""3/17/98 *""",66,30,4,505,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""3/16/98 *""",63,34,3,655,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""2/17-18/98 ***""",67,30,3,1026,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/28-31/98 **""",67,29,4,1390,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/29-30/98 *""",69,27,4,1032,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/28-29/98 *""",68,27,5,1021,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/25-26/98 *""",60,35,4,1023,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/23-25/98 *""",59,37,4,,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/23-24/98 *""",57,40,3,1020,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/15-19/98 ***""",60,35,5,1206,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/11-13/98 *""",62,31,7,1000,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""11/12/97 *""",59,35,6,,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""10/9-13/97 ***""",59,36,6,1515,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""8/24-27/97 ***""",58,37,5,1526,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""7/6-8/97 ***""",64,31,5,1017,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""6/5-8/97 ***""",59,36,5,,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""4/21-24/97 ***""",56,39,5,1013,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""3/25/97 *""",56,33,11,,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""3/6-9/97 ***""",55,41,4,1004,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 
"=""1/13-15/97 *""",60,34,6,1206,,,approval,http://www.pollingreport.com/clinton-.htm,ABC News and The Washington Post ,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",ABC News and The Washington Post 






"clinton-.htm | Question 8"
"The Los Angeles Times Poll"
"Do you approve or disapprove of the way Bill Clinton is handling his job as president?"
date,approve,disapprove,don't know,sample_size,,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""6/8-13/00""",55,41,4,1686,,,rv,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""11/13-18/99""",58,36,6,1800,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""3/25/99""",59,36,5,544,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""2/12/99""",64,31,5,664,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""1/27-29/99""",67,30,3,960,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""9/13/98""",64,33,3,968,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""8/22/98""",65,31,4,895,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""8/18-19/98""",62,35,3,1387,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""1/29-31/98""",68,29,3,1314,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""1/23-24/98""",59,36,5,1191,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""9/6-9/97""",63,31,6,1258,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""2/5-6/97""",61,34,5,816,,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll
"=""nan""",,,,,.,,,approval,http://www.pollingreport.com/clinton-.htm,The Los Angeles Times Poll,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",The Los Angeles Times Poll






"clinton-.htm | Question 9"
"Newsweek Poll conducted by Princeton Survey Research Associates"
"Do you approve or disapprove of the way Bill Clinton is handling his job as president?"
date,approve,disapprove,not sure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""4/13-14/00""",52,37,11,752,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""11/18-19/99""",60,31,9,752,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""10/21-22/99""",54,36,10,755,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""8/12-13/99""",52,36,12,753,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""6/24-25/99""",54,35,11,750,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""6/10-11/99""",52,37,11,756,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""5/13-14/99""",53,40,7,405,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""5/6-7/99""",53,32,15,669,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""4/29-30/99""",55,36,9,751,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""4/21-22/99""",58,34,8,757,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""4/15-16/99""",57,34,9,751,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""4/8-9/99""",60,34,6,751,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""4/1-2/99""",61,31,8,750,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""3/25-26/99""",57,34,9,752,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""3/4-5/99""",63,32,5,750,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""2/19/99""",65,28,7,502,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""2/11-12/99""",66,29,5,752,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""1/28-29/99""",63,32,5,751,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""12/17-18/98""",62,34,4,753,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""12/10-11/98""",60,34,6,806,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""11/5-6/98""",63,32,5,1014,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""10/29-30/98""",60,34,6,753,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""10/8-9/98""",58,36,6,752,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""9/24-25/98""",62,35,3,750,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""9/17-18/98""",58,38,4,750,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""9/10-11/98""",61,34,5,774,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""8/20-21/98""",62,33,5,751,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""8/13-14/98""",59,33,8,750,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""7/30-31/98""",60,33,7,602,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""4/2-3/98""",66,26,8,755,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""3/19-20/98""",62,30,8,750,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""2/26-27/98""",64,27,9,752,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""2/19-20/98""",64,29,7,751,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""2/12-13/98""",63,30,7,753,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""2/5-6/98""",66,26,8,753,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""1/29-30/98""",70,26,4,757,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""1/22-23/98""",54,37,9,751,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""11/13-14/97""",59,30,11,,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
"=""6/19-20/97""",55,35,10,,,,approval,http://www.pollingreport.com/clinton-.htm,Newsweek Poll conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Newsweek Poll conducted by Princeton Survey Research Associates
