"clinton-.htm | Question 0"
"NBC News/Wall Street Journal Poll conducted by the polling organizations of Peter Hart (D) and Robert Teeter (R)"
"In general, do you approve or disapprove of the job Bill Clinton is doing as president?"
date,approve,disapprove,not sure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""2/5-6/97""",62,31,7,,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners
"=""1/8-9/97""",58,34,8,,,,approval,http://www.pollingreport.com/clinton-.htm,CNN/Time Poll conducted by Yankelovich Partners,"""In general, do you approve or disapprove of the way President Clinton is handling his job as president?""",CNN/Time Poll conducted by Yankelovich Partners






"clinton-.htm | Question 3"
"Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates"
"Do you approve or disapprove of the way Bill Clinton is handling his job as president?"
date,approve,disapprove,not sure,sample_size,,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""1/3-7/01""",61,30,9,1258,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""7/19-23/00""",55,34,11,1204,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""6/14-28/00""",56,35,9,2174,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""5/2-6/00""",57,33,10,1303,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""4/12-16/00""",57,31,12,1000,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""3/15-19/00""",57,35,8,1184,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""2/9-14/00""",58,33,9,1330,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""1/12-16/00""",56,35,9,1091,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""12/8-12/99""",55,35,10,1073,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""10/7-11/99""",59,34,7,1032,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""9/1-12/99""",56,36,8,1205,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""7/23-26/99""",63,29,8,753,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""7/13-18/99""",58,31,11,1200,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""6/9-13/99""",55,35,10,1153,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""5/12-16/99""",56,34,10,1179,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""4/15-18/99""",56,38,6,1000,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""3/24-30/99""",62,31,7,1786,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""2/18-21/99""",64,30,6,1203,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""1/19-23, 25/99 ^""",66,29,5,1500,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""1/14-17/99""",63,30,7,1200,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""12/19-21/98 *""",71,27,2,805,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""12/9-13/98""",61,32,7,1201,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""11/6-10/98""",65,29,6,1005,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""10/28-31/98""",65,30,5,1714,,,rv,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""10/14-18/98""",62,34,4,1532,,,rv,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""9/21-22/98""",62,33,5,706,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""9/19-20/98""",55,36,9,500,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""8/27 - 9/8/98""",61,33,6,2266,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""8/21-24/98""",62,32,6,1001,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""7/29 - 8/2/98""",63,28,9,1189,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""6/4-8/98""",59,32,9,1012,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""4/24 - 5/11/98""",62,28,10,3002,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""3/25-29/98""",65,26,9,1206,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""1/30 - 2/2/98""",71,26,3,844,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""1/14-18/98""",61,30,9,1218,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""11/12-16/97""",58,31,11,,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""9/4-11/97""",58,29,13,,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""8/7-10/97""",59,32,9,,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""6/18-22/97""",54,34,12,,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""5/15-18/97""",57,34,9,,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""4/3-6/97""",55,34,11,,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""2/20-23/97""",60,32,8,,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""1/9-12/97""",59,31,10,,,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates
"=""nan""",,,,,.,,,approval,http://www.pollingreport.com/clinton-.htm,Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates,"""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""",Pew Research Center for the People & the Press survey conducted by Princeton Survey Research Associates






"clinton-.htm | Question 4"
"CBS News Poll and, where noted, CBS News/New York Times Poll"
"Do you approve or disapprove of the way Bill Clinton is handling his job as president?"
date,approve,disapprove,no opinion,sample_size,,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""12/9-10/00""",68,28,4,1114,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""11/19/00""",65,28,7,822,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""9/27 - 10/1/00 *""",59,34,7,1462,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""7/20-23/00 *""",61,35,4,953,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""5/10-13/00 *""",59,33,8,947,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""3/19-21/00""",58,34,8,1221,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""2/12-14/00 *""",60,31,9,1225,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""12/13-16/99 *""",56,35,9,1558,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""11/4-7/99 *""",58,35,7,1162,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""10/28-30/99""",57,35,8,1065,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""10/3-4/99""",58,35,7,871,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""8/15/99""",57,36,7,736,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""8/1-3/99""",59,33,8,1165,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""7/13-14/99""",57,33,10,722,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""6/5-6/99""",57,35,8,1003,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""5/11/99""",60,30,10,578,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""5/1-2/99""",55,36,9,1151,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""4/13-14/99""",61,32,7,878,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""4/5-6/99 *""",58,34,8,811,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""4/1/99""",63,30,7,411,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""3/28/99""",60,32,8,793,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""3/24/99""",65,28,7,527,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""2/12/99 ^^""",73,25,2,926,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""2/7/99""",66,29,5,631,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""1/30 - 2/1/99 *""",65,30,5,1058,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""1/10-11/99""",65,30,5,1182,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""1/3-4/99""",69,27,4,1175,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""12/19-20/98 *^""",73,25,2,1341,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""12/18/98""",64,31,5,548,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""12/13-15, 17/98 *""",66,30,4,1992,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""12/16/98""",67,28,5,413,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""12/13-15/98 *""",65,30,5,1666,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""11/19/98""",73,24,3,584,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""11/16-17/98""",67,28,5,1118,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""11/15/98""",68,26,6,762,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""10/31 - 11/1/98""",65,30,5,1142,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""10/26-28/98 *""",65,30,5,1118,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""10/12-13/98 *""",63,32,5,926,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""10/7-8/98""",67,28,5,997,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""10/3-4/98""",63,31,6,902,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""9/22-23/98 *""",67,28,5,960,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""9/21/98 ^""",68,30,2,696,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""9/19-20/98""",59,36,5,,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""9/12-14/98 *""",62,34,4,1813,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""9/12/98""",61,34,5,680,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""9/8-10/98""",60,33,7,1132,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""8/19-20/98""",65,31,4,944,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""8/11-13/98""",67,26,7,1579,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""7/28-30/98""",63,29,8,1600,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""7/19-21/98""",64,29,7,979,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""6/7-9/98 *""",60,34,6,1126,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
"=""5/19-21/98""",62,28,10,1080,,,,approval,http://www.pollingreport.com/clinton-.htm,"CBS News Poll and, where noted, CBS News/New York Times Poll","""Do you approve or disapprove of the way Bill Clinton is handling his job as president?""","CBS News Poll and, where noted, CBS News/New York Times Poll"
